Parent	Gropoff	WATOff	Names	Truck	Plant	Stud0	Stud1	Stud2	Stud3	Stud4	Stud5	Stud6	Stud7	Stud8	Stud9	Stud10	Stud11	Stud12	Stud13	Stud14	Stud15	Stud16	Stud17	Stud18	Stud19	Mach0	Mach1	Mach2	Mach3	Mach4	Mach5	Mach6	Mach7	Mach8	Mach9	Cour0
*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******	*******
S	S	S	S																							S5										S
D10,3																																				
D8,3					G5																															
				P5	P																															
				d0,5																						r										
				D0,5																						R										
				d1,5																							r									
				D1,5																							R									
				d2,5																								r								
				D2,5																								R								
				d3,5																									r							
				D3,5																									R							
				d4,5																										r						
				D4,5																										R						
				d5,5																											r					
				D5,5																											R					
				d6,5																												r				
				D6,5																												R				
				d7,5																													r			
				D7,5																													R			
				d8,5																														r		
				D8,5																														R		
				d9,5																															r	
				U9,1																															R	
D11,2				D9,4																																
D12,3																																				
D17,2																																				
D3,1					G3																															
				P3	P																															
				d0,3																						r										
				D0,3																						R										
				d1,3																							r									
				D1,3																							R									
				d2,3																								r								
				D2,3																								R								
				d3,3																									r							
				D3,3																									R							
				d4,3																										r						
				D4,3																										R						
				d5,3																											r					
				D5,3																											R					
				d6,3																												r				
				D6,3																												R				
				d7,3																													r			
				D7,3																													R			
				d8,3																														r		
				D8,3																														R		
				d9,3																															r	
D2,3				D9,2																															R	
D10,1																																				
D6,3																																				
D6,3					G4																															
				P4	P																															
				d0,4																						r										
				D0,4																						R										
				d1,4																							r									
				D1,4																							R									
				d2,4																								r								
				D2,4																								R								
				d3,4																									r							
				D3,4																									R							
				d4,4																										r						
				D4,4																										R						
				d5,4																											r					
				D5,4																											R					
				d6,4																												r				
				D6,4																												R				
				d7,4																													r			
				D7,4																													R			
				d8,4																														r		
				D8,4																														R		
				d9,4																															r	
D12,3				D9,4																															R	
D12,3																																				
D1,2																																				
D16,3					G3																															
				P3	P																															
				d0,3																						r										
				D0,3																						R										
				d1,3																							r									
				D1,3																							R									
				d2,3																								r								
				D2,3																								R								
				d3,3																									r							
				D3,3																									R							
				d4,3																										r						
				D4,3																										R						
				d5,3																											r					
				D5,3																											R					
				d6,3																												r				
				D6,3																												R				
				d7,3																													r			
				D7,3																													R			
				d8,3																														r		
				D8,3																														R		
				d9,3																															r	
D7,2				D9,3																															R	
D11,1																																				
D7,3																																				
D8,1					G4																															
				P4	P																															
				d0,4																						r										
				D0,4																						R										
				d1,4																							r									
				D1,4																							R									
				d2,4																								r								
				D2,4																								R								
				d3,4																									r							
				D3,4																									R							
				d4,4																										r						
				D4,4																										R						
				d5,4																											r					
				D5,4																											R					
				d6,4																												r				
				D6,4																												R				
				d7,4																													r			
				D7,4																													R			
				d8,4																														r		
				D8,4																														R		
				d9,4																															r	
D2,2				D9,4																															R	
D19,3																																				
D4,2																																				
D4,1					G4																															
				P4	P																															
				d0,4																						r										
				D0,4																						R										
				d1,4																							r									
				D1,4																							R									
				d2,4																								r								
				D2,4																								R								
				d3,4																									r							
				D3,4																									R							
				d4,4																										r						
				D4,4																										R						
				d5,4																											r					
				D5,4																											R					
				d6,4																												r				
				D6,4																												R				
				d7,4																													r			
				D7,4																													R			
				d8,4																														r		
				D8,4																														R		
				d9,4																															r	
D3,2				D9,4																															R	
D17,3																																				
D0,3																																				
D11,3		W																																		T11,10
					G8												B2,5											B2,2								t6,10
				P8	P																															
				d0,8																						r										
				D0,8																						R										
				d1,8																							r									
				D1,8																							R									
				d2,8																								r								
				D2,7																								R								
				d3,7																									r							
				D3,7																									R							
				d4,7																										r						
				D4,7																										R						
				d5,7																											r					
				D5,7																											R					
				d6,7																												r				
				D6,7																												R				
				d7,7																													r			
				D7,7																													R			
				d8,7																														r		
				D8,7																														R		
				d9,7																															r	
D16,1				D9,7													A2											A							R	
D3,1																	X											B2,2								
D12,2																	B2,0																			
D10,2		T11,10			G3																															
				P3	P																															
				d0,3																						r										
				D0,3																						R										
				d1,3																							r									
				D1,3																							R									
				d2,3																								r								
				D2,2																								R								
				d3,2																									r							
				D3,2																									R							
				d4,2																										r						
				D4,2																										R						
				d5,2																											r					
				D5,2																											R					
				d6,2																												r				
				D6,2																												R				
				d7,2																													r			
				D7,2																													R			
				d8,2																														r		
				D8,2																														R		
				d9,2																															r	
D0,2				D9,2																															R	
D0,1																																				
D13,2																																				
D18,1					G3																															
				P3	P																															
				d0,3																						r										
				D0,3																						R										
				d1,3																							r									
				D1,3																							R									
				d2,3																								r								
				D2,3																								R								
				d3,3																									r							
				D3,3																									R							
				d4,3																										r						
				D4,3																										R						
				d5,3																											r					
				D5,3																											R					
				d6,3																												r				
				D6,3																												R				
				d7,3																													r			
				D7,3																													R			
				d8,3																														r		
				D8,3																														R		
				d9,3																															r	
D0,2				D9,3																															R	
D2,3																																				
D16,1																																				
D0,2					G4																															
				P4	P																															
				d0,4																						r										
				D0,4																						R										
				d1,4																							r									
				D1,4																							R									
				d2,4																								r								
				D2,4																								R								
				d3,4																									r							
				D3,4																									R							
				d4,4																										r						
				D4,4																										R						
				d5,4																											r					
				D5,4																											R					
				d6,4																												r				
				D6,4																												R				
				d7,4																													r			
				D7,4																													R			
				d8,4																														r		
				D8,4																														R		
				d9,4																															r	
D15,2				D9,4																															R	
D14,1																																				
D19,2																																				
D0,2					G5																															
				P5	P																															
				d0,5																						r										
				D0,5																						R										
				d1,5																							r									
				D1,5																							R									
				d2,5																								r								
				D2,5																								R								
				d3,5																									r							
				D3,5																									R							
				d4,5																										r						
				D4,5																										R						
				d5,5																											r					
				D5,5																											R					
				d6,5																												r				
				D6,5																												R				
				d7,5																													r			
				D7,5																													R			
				d8,5																														r		
				D8,5																														R		
				d9,5																															r	
D11,3				D9,5																															R	
D10,2																																				
D5,2																																				
D15,2					G3																															
				P3	P																															
				d0,3																						r										
				D0,3																						R										
				d1,3																							r									
				D1,3																							R									
				d2,3																								r								
				D2,3																								R								
				d3,3																									r							
				D3,3																									R							
				d4,3																										r						
				D4,3																										R						
				d5,3																											r					
				D5,3																											R					
				d6,3																												r				
				D6,3																												R				
				d7,3																													r			
				D7,3																													R			
				d8,3																														r		
				D8,3																														R		
				d9,3																															r	
D18,2				D9,3																															R	
D13,2																																				
D7,3																																				
D10,3					G3																															
				P3	P																															
				d0,3																						r										
				D0,3																						R										
				d1,3																							r									
				D1,3																							R									
				d2,3																								r								
				D2,3																								R								
				d3,3																									r							
				D3,3																									R							
				d4,3																										r						
				D4,3																										R						
				d5,3																											r					
				D5,3																											R					
				d6,3																												r				
				D6,3																												R				
				d7,3																													r			
				D7,3																													R			
				d8,3																														r		
				D8,3																														R		
				d9,3																															r	
D11,3				D9,3																															R	
D0,3																																				
D10,2																																				
D2,2					G3																															
				P3	P																															
				d0,3																						r										
				D0,3																						R										
				d1,3																							r									
				D1,3																							R									
				d2,3																								r								
				D2,3																								R								
				d3,3																									r							
				D3,3																									R							
				d4,3																										r						
				D4,3																										R						
				d5,3																											r					
				D5,3																											R					
				d6,3																												r				
				D6,3																												R				
				d7,3																													r			
				D7,3																													R			
				d8,3																														r		
				D8,3																														R		
				d9,3																															r	
D3,1				D9,3																															R	
D18,2																																				
D3,1																																				
D14,1					G7																															
				P7	P																															
				d0,7																						r										
				D0,7																						R										
				d1,7																							r									
				D1,7																							R									
				d2,7																								r								
				D2,7																								R								
				d3,7																									r							
				D3,7																									R							
				d4,7																										r						
				D4,7																										R						
				d5,7																											r					
				D5,7																											R					
				d6,7																												r				
				D6,7																												R				
				d7,7																													r			
				D7,7																													R			
				d8,7																														r		
				D8,7																														R		
				d9,7																															r	
D14,2				D9,7																															R	
D15,2																																				
D6,1																																				
D8,3					G1																															
				P1	P																															
				d0,1																						r										
				D0,1																						R										
				d1,1																							r									
				D1,1																							R									
				d2,1																								r								
				D2,1																								R								
				d3,1																									r							
				D3,1																									R							
				d4,1																										r						
				D4,1																										R						
				d5,1																											r					
				D5,1																											R					
				d6,1																												r				
				D6,1																												R				
				d7,1																													r			
				D7,1																													R			
				d8,1																														r		
				D8,1																														R		
				d9,1																															r	
D10,3				D9,1																															R	
D0,2																																				
D13,1																																				
D14,3					G5																															
				P5	P																															
				d0,5																						r										
				D0,5																						R										
				d1,5																							r									
				D1,5																							R									
				d2,5																								r								
				D2,5																								R								
				d3,5																									r							
				D3,5																									R							
				d4,5																										r						
				D4,5																										R						
				d5,5																											r					
				D5,5																											R					
				d6,5																												r				
				D6,5																												R				
				d7,5																													r			
				D7,5																													R			
				d8,5																														r		
				D8,5																														R		
				d9,5																															r	
D2,1				D9,5																															R	
D10,2																																				
D3,1																																				
D13,1					G4																															
				P4	P																															
				d0,4																						r										
				D0,4																						R										
				d1,4																							r									
				D1,4																							R									
				d2,4																								r								
				D2,4																								R								
				d3,4																									r							
				D3,4																									R							
				d4,4																										r						
				D4,4																										R						
				d5,4																											r					
				D5,4																											R					
				d6,4																												r				
				D6,4																												R				
				d7,4																													r			
				D7,4																													R			
				d8,4																														r		
				D8,4																														R		
				d9,4																															r	
D19,1				D9,4																															R	
D5,2																																				
D5,2																																				
D17,2					G6																															
				P6	P																															
				d0,6																						r										
				D0,6																						R										
				d1,6																							r									
				D1,6																							R									
				d2,6																								r								
				D2,6																								R								
D10,3				W																																
D3,2																																				
D13,3																																				
D6,1				d3,6																									r							
				D3,6																									R							
				d4,6																										r						
				D4,6																										R						
				d5,6																											r					
				D5,6																											R					
				d6,6																												r				
				D6,6																												R				
				d7,6																													r			
				D7,6																													R			
				d8,6																														r		
				D8,6																														R		
				d9,6																															r	
D4,2				D9,6	G5																														R	
D18,2																																				
D9,2				P5	P																															
				d0,5																						r										
				D0,5																						R										
				d1,5																							r									
				D1,5																							R									
				d2,5																								r								
				D2,5																								R								
				d3,5																									r							
				D3,5																									R							
				d4,5																										r						
				D4,5																										R						
				d5,5																											r					
				D5,5																											R					
				d6,5																												r				
				D6,5																												R				
				d7,5																													r			
				D7,5																													R			
				d8,5																														r		
				D8,5																														R		
				d9,5																															r	
D5,3				D9,5																															R	
D1,3																																				
D16,2					G4																															
D9,2				P4	P																															
				d0,4																						r										
				D0,4																						R										
				d1,4																							r									
				D1,4																							R									
				d2,4																								r								
				D2,4																								R								
				d3,4																									r							
				D3,4																									R							
				d4,4																										r						
				D4,4																										R						
				d5,4																											r					
				D5,4																											R					
				d6,4																												r				
				D6,4																												R				
				d7,4																													r			
				D7,4																													R			
				d8,4																														r		
				D8,4																														R		
				d9,4																															r	
D2,2				D9,4																															R	
D0,2																																				
D17,3					G7																															
D17,1				P7	P																															
				d0,7																						r										
				D0,7																						R										
				d1,7																							r									
				D1,7																							R									
				d2,7																								r								
				D2,7																								R								
				d3,7																									r							
				D3,7																									R							
				d4,7																										r						
				D4,7																										R						
				d5,7																											r					
				D5,7																											R					
				d6,7																												r				
				D6,7																												R				
				d7,7																													r			
				D7,7																													R			
				d8,7																														r		
				D8,7																														R		
				d9,7																															r	
D9,1				D9,7																															R	
D13,2																																				
D4,2					G4																															
D16,3				P4	P																															
				d0,4																						r										
				D0,4																						R										
				d1,4																							r									
				D1,4																							R									
D7,3				W																																
D10,1																																				
D9,3				d2,4																								r								
				D2,4																								R								
				d3,4																									r							
				D3,4																									R							
				d4,4																										r						
				D4,4																										R						
				d5,4																											r					
				D5,4																											R					
				d6,4																												r				
				D6,4																												R				
				d7,4																													r			
				D7,4																													R			
				d8,4																														r		
				D8,4																														R		
				d9,4																															r	
D5,3				D9,4	G6																														R	
				P6	P																															
				d0,6																						r										
				D0,6																						R										
				d1,6																							r									
				D1,6																							R									
				d2,6																								r								
				D2,6																								R								
				d3,6																									r							
				D3,6																									R							
				d4,6																										r						
				D4,6																										R						
				d5,6																											r					
				D5,6																											R					
				d6,6																												r				
				D6,6																												R				
				d7,6																													r			
				D7,6																													R			
D11,1				W																																
D1,2																																				
D4,3				d8,6																														r		
				D8,6																														R		
				d9,6																															r	
D8,2				D9,6	G5																														R	
D5,2																																				
D14,3				P5	P																															
				d0,5																						r										
				D0,5																						R										
				d1,5																							r									
				D1,5																							R									
				d2,5																								r								
				D2,5																								R								
				d3,5																									r							
				D3,5																									R							
				d4,5																										r						
				D4,5																										R						
				d5,5																											r					
				D5,5																											R					
				d6,5																												r				
				D6,5																												R				
				d7,5																													r			
				D7,5																													R			
				d8,5																														r		
				D8,5																														R		
				d9,5																															r	
D17,2				D9,5																															R	
D18,3																																				
D17,3																																				
D9,3					G8																															
				P8	P																															
				d0,8																						r										
				D0,8																						R										
				d1,8																							r									
				D1,8																							R									
				d2,8																								r								
				D2,8																								R								
				d3,8																									r							
				D3,8																									R							
				d4,8																										r						
				D4,8																										R						
				d5,8																											r					
				D5,8																											R					
				d6,8																												r				
				D6,8																												R				
				d7,8																													r			
				D7,8																													R			
				d8,8																														r		
				D8,8																														R		
				d9,8																															r	
D15,2				D9,8																															R	
D8,2																																				
D0,1																																				
D19,2					G2																															
				P2	P																															
				d0,2																						r										
				D0,2																						R										
				d1,2																							r									
				D1,2																							R									
				d2,2																								r								
				D2,2																								R								
				d3,2																									r							
				D3,2																									R							
				d4,2																										r						
				D4,2																										R						
				d5,2																											r					
				D5,2																											R					
				d6,2																												r				
				D6,2																												R				
				d7,2																													r			
				D7,2																													R			
				d8,2																														r		
				D8,2																														R		
				d9,2																															r	
D15,2				D9,2																															R	
D3,2																																				
D18,3																																				
D0,1					G4																															
				P4	P																															
				d0,4																						r										
				D0,4																						R										
D19,3				W																																
D13,1																																				
D13,3																																				
D3,3				d1,4																							r									
				D1,4																							R									
				d2,4																								r								
				D2,4																								R								
				d3,4																									r							
				D3,4																									R							
				d4,4																										r						
				D4,4																										R						
				d5,4																											r					
				D5,4																											R					
				d6,4																												r				
				D6,4																												R				
D15,2				W	G5																															
D12,2																																				
D10,2				d7,4																													r			
				D7,4																													R			
				d8,4																														r		
				D8,4																														R		
				d9,4																															r	
D13,2				D9,4																															R	
D7,3																																				
D12,1				P5	P																															
				d0,5																						r										
				D0,5																						R										
				d1,5																							r									
				D1,5																							R									
				d2,5																								r								
				D2,5																								R								
				d3,5																									r							
				D3,5																									R							
				d4,5																										r						
				D4,5																										R						
				d5,5																											r					
				D5,5																											R					
				d6,5																												r				
				D6,5																												R				
				d7,5																													r			
				D7,5																													R			
				d8,5																														r		
				D8,5																														R		
				d9,5																															r	
D13,1				D9,5																															R	
D1,3																																				
D3,3																																				
D15,3					G3																															
				P3	P																															
				d0,3																						r										
				D0,3																						R										
				d1,3																							r									
				D1,3																							R									
				d2,3																								r								
				D2,3																								R								
				d3,3																									r							
				D3,3																									R							
				d4,3																										r						
				D4,3																										R						
				d5,3																											r					
				D5,3																											R					
				d6,3																												r				
				D6,3																												R				
				d7,3																													r			
				D7,3																													R			
D8,3				W																																
D2,1																																				
D12,1				d8,3																														r		
				D8,3																														R		
				d9,3																															r	
D15,1				D9,3	G4																														R	
D11,3				P4	P																															
				d0,4																						r										
				D0,4																						R										
				d1,4																							r									
				D1,4																							R									
				d2,4																								r								
				D2,4																								R								
				d3,4																									r							
				D3,4																									R							
				d4,4																										r						
				D4,4																										R						
				d5,4																											r					
				D5,4																											R					
				d6,4																												r				
				D6,4																												R				
				d7,4																													r			
				D7,4																													R			
				d8,4																														r		
				D8,4																														R		
				d9,4																															r	
D4,1				D9,4																															R	
D2,1																																				
D10,2																																				
D18,3					G6																															
				P6	P																															
				d0,6																						r										
				D0,6																						R										
				d1,6																							r									
				D1,6																							R									
				d2,6																								r								
				D2,6																								R								
D19,3				W																																
D2,3																																				
D4,1				d3,6																									r							
				D3,6																									R							
				d4,6																										r						
				D4,6																										R						
				d5,6																											r					
				D5,6																											R					
				d6,6																												r				
				D6,6																												R				
				d7,6																													r			
				D7,6																													R			
				d8,6																														r		
				D8,6																														R		
				d9,6																															r	
D19,1				D9,6	G5																														R	
D8,1				P5	P																															
				d0,5																						r										
				D0,5																						R										
				d1,5																							r									
				D1,5																							R									
				d2,5																								r								
				D2,5																								R								
				d3,5																									r							
				D3,5																									R							
				d4,5																										r						
				D4,5																										R						
				d5,5																											r					
				D5,5																											R					
				d6,5																												r				
				D6,5																												R				
D1,2				W																																
D16,2																																				
D7,3				d7,5																													r			
				D7,5																													R			
				d8,5																														r		
				D8,5																														R		
				d9,5																															r	
D15,1				D9,5	G5																														R	
D0,1				P5	P																															
				d0,5																						r										
				D0,5																						R										
				d1,5																							r									
				D1,5																							R									
				d2,5																								r								
				D2,5																								R								
				d3,5																									r							
				D3,5																									R							
				d4,5																										r						
				D4,5																										R						
				d5,5																											r					
				D5,5																											R					
				d6,5																												r				
				D6,5																												R				
				d7,5																													r			
				D7,5																													R			
				d8,5																														r		
				D8,5																														R		
				d9,5																															r	
D1,2				D9,5																															R	
D18,3																																				
D4,3					G6																															
D12,1				P6	P																															
				d0,6																						r										
				D0,6																						R										
D5,2				W																																
D12,3																																				
D12,3				d1,6																							r									
				D1,6																							R									
				d2,6																								r								
				D2,6																								R								
				d3,6																									r							
				D3,6																									R							
				d4,6																										r						
				D4,6																										R						
				d5,6																											r					
				D5,6																											R					
				d6,6																												r				
				D6,6																												R				
				d7,6																													r			
				D7,6																													R			
				d8,6																														r		
				D8,6																														R		
				d9,6																															r	
D15,2				D9,6	G5																														R	
				P5	P																															
				d0,5																						r										
				D0,5																						R										
				d1,5																							r									
				D1,5																							R									
				d2,5																								r								
				D2,5																								R								
				d3,5																									r							
				D3,5																									R							
				d4,5																										r						
				D4,5																										R						
				d5,5																											r					
				D5,5																											R					
				d6,5																												r				
				D6,5																												R				
				d7,5																													r			
				D7,5																													R			
				d8,5																														r		
				D8,5																														R		
				d9,5																															r	
D4,3				D9,5																															R	
D15,3																																				
D10,1																																				
D5,2					G4																															
				P4	P																															
				d0,4																						r										
				D0,4																						R										
				d1,4																							r									
				D1,4																							R									
				d2,4																								r								
				D2,4																								R								
				d3,4																									r							
				D3,4																									R							
				d4,4																										r						
				D4,4																										R						
				d5,4																											r					
				D5,4																											R					
				d6,4																												r				
				D6,4																												R				
				d7,4																													r			
				D7,4																													R			
				d8,4																														r		
				D8,4																														R		
				d9,4																															r	
D4,2				D9,4																															R	
D2,2																																				
D12,2																																				
D2,2					G2																															
				P2	P																															
				d0,2																						r										
				D0,2																						R										
				d1,2																							r									
				D1,2																							R									
				d2,2																								r								
				D2,2																								R								
				d3,2																									r							
				D3,2																									R							
				d4,2																										r						
				D4,2																										R						
				d5,2																											r					
				D5,2																											R					
				d6,2																												r				
				D6,2																												R				
				d7,2																													r			
				D7,2																													R			
				d8,2																														r		
				D8,2																														R		
				d9,2																															r	
D4,2				D9,2																															R	
D0,2																																				
D10,2																																				
D14,2					G3																															
				P3	P																															
				d0,3																						r										
				D0,3																						R										
				d1,3																							r									
				D1,3																							R									
				d2,3																								r								
				D2,3																								R								
				d3,3																									r							
				D3,3																									R							
				d4,3																										r						
				D4,3																										R						
				d5,3																											r					
				D5,3																											R					
				d6,3																												r				
				D6,3																												R				
				d7,3																													r			
				D7,3																													R			
				d8,3																														r		
				D8,3																														R		
				d9,3																															r	
D2,3				D9,3																															R	
D16,3																																				
D5,3																																				
D3,3					G4																															
				P4	P																															
				d0,4																						r										
				D0,4																						R										
				d1,4																							r									
				D1,4																							R									
				d2,4																								r								
				D2,4																								R								
				d3,4																									r							
				D3,4																									R							
				d4,4																										r						
				D4,4																										R						
				d5,4																											r					
				D5,4																											R					
				d6,4																												r				
				D6,4																												R				
				d7,4																													r			
				D7,4																													R			
				d8,4																														r		
				D8,4																														R		
				d9,4																															r	
D16,1				D9,4																															R	
D15,2																																				
D12,2																																				
D9,3					G3																															
				P3	P																															
				d0,3																						r										
				D0,3																						R										
				d1,3																							r									
				D1,3																							R									
				d2,3																								r								
				D2,3																								R								
				d3,3																									r							
				D3,3																									R							
				d4,3																										r						
				D4,3																										R						
				d5,3																											r					
				D5,3																											R					
				d6,3																												r				
				D6,3																												R				
				d7,3																													r			
				D7,3																													R			
				d8,3																														r		
				D8,3																														R		
				d9,3																															r	
D2,3				D9,3																															R	
D16,3																																				
D14,3																																				
D14,3					G4																															
				P4	P																															
				d0,4																						r										
				D0,4																						R										
				d1,4																							r									
				D1,4																							R									
				d2,4																								r								
				D2,4																								R								
				d3,4																									r							
				D3,4																									R							
				d4,4																										r						
				D4,4																										R						
				d5,4																											r					
				D5,4																											R					
				d6,4																												r				
				D6,4																												R				
				d7,4																													r			
				D7,4																													R			
				d8,4																														r		
				D8,4																														R		
				d9,4																															r	
D6,3		W		D9,4																															R	L6
																																				t10,5
D4,2		C6,5										L				B3,0											B3,2									T10,5
		W																																		t2,10
D19,2		W						B2,5																				B2,2								T2,10
																																				t18,10
		W																						A0										A		T18,10
																																				t12,10
D14,1					G2													A3										A								T12,10
				P2	P													X																		
				d0,2																						r										
				D0,2																						R										
				d1,2																							r									
				U1,1																							R									
				D1,2																																
				d2,2																								r								
				D2,1																								R								
				d3,1																									r							
				D3,1																									R							
				d4,1																										r						
				D4,1																										R						
				d5,1																											r					
				D5,1																											R					
				d6,1																												r				
				D6,1																												R				
		W		W																																t11,10
D3,3		T10,10															L	B3,5										B3,2								L11
D12,3		C11,5						B2,0																				B2,2								
		W																A3										A								t6,5
																		X						A0				B3,1						A		
D10,3		T2,10		d7,1														B3,0															r			
				D7,1																													R			
				d8,1																														r		
				D8,1																														R		
				d9,1																															r	
D4,2		T12,10		D9,1	G7																			A0										A	R	
D6,3				P7	P																			X												
				d0,7																						r										
				D0,7																						R										
				d1,7																							r									
				D1,6																							R									
				d2,6																								r								
				U2,1																								R								
				D2,4																																
				d3,4																									r							
				D3,4																									R							
				d4,4																										r						
				D4,4																										R						
				d5,4																											r					
				D5,4																											R					
				d6,4																												r				
				D6,4																												R				
				d7,4																													r			
				D7,4																													R			
				d8,4																														r		
				D8,4																														R		
				d9,4																															r	
		W		D9,4																															R	T6,5
																																				t10,10
																								B0,5										B0,2		T10,10
